cycle,winavg
337,122.49851632047478
1337,123.23
2337,123.58
3337,124.55
4337,124.56
5337,124.93
6337,124.98
7337,124.34
8337,125.02
9337,125.27
10337,125.59
11337,125.59
12337,125.98
13337,126.01
14337,125.74
15337,125.96
16337,126.23
17337,125.74
18337,126.22
