cycle,winavg
722,122.66897506925208
1722,123.11
2722,123.43
3722,123.44
4722,123.74
5722,123.61
6722,123.98
7722,123.84
8722,123.8
9722,123.56
10722,123.98
11722,123.87
12722,123.77
13722,123.53
14722,123.76
15722,123.85
16722,123.8
17722,123.83
18722,123.99
19722,123.58
20722,124.34
21722,123.76
22722,123.93
23722,124.25
24722,124.11
