cycle,winavg
979,123.19305413687437
1979,122.77
2979,122.79
3979,122.75
4979,122.77
5979,122.87
6979,122.95
7979,123.03
8979,123.59
9979,122.98
10979,123.1
11979,122.95
12979,123.14
13979,123.36
14979,122.35
15979,123.25
16979,123.17
17979,123.41
18979,123.17
19979,123.06
20979,122.91
21979,123.13
22979,123.56
23979,123.15
24979,123.01
25979,123.13
26979,123.31
