cycle,winavg
496,122.67137096774194
1496,123.29
2496,122.56
3496,123.34
4496,123.44
5496,123.52
6496,123.46
7496,123.73
8496,124.03
9496,123.72
10496,123.9
11496,123.79
12496,123.71
13496,123.82
14496,123.67
15496,123.91
16496,123.99
17496,124.35
